Code du Terme;Descripteur en majuscules;Descripteur en typo riche;Champ sémantique;Synonymes;Synonymes métier;TG (Terme Générique);TS (Termes Spécifiques);TA (Termes Associés);NE (Note d’Explication);NA (Note d’Application);Note de version;ex-synonyme V-1;Code arborescence
22371;PREFABRICATION;Préfabrication;223 BATIMENT GROS OEUVRE;préfabrication béton;monteur en préfabrication###monteuse en préfabrication;Bâtiment gros oeuvre - 22354;;Béton - 22861###Panneau façade - 22409###Plaque plâtre - 22403###Préfabrication - 22371;Fabrication en série d'éléments de construction standardisés destinés à être assemblés ultérieurement suivant un plan préétabli (poteaux, poutres, escaliers, panneaux de façade, parpaings...).;;;;H0A1A6
22357;RESTAURATION REHABILITATION;Restauration réhabilitation;223 BATIMENT GROS OEUVRE;;;Bâtiment gros oeuvre - 22354;Restauration monument - 22359###Restauration patrimoine rural - 22369###Restauration patrimoine urbain - 22379###Réhabilitation bâtiment - 22378;Aménagement urbain - 12512###Jardin historique - 21048###Pathologie construction - 22206###Restauration réhabilitation - 22357###Rénovation bâtiment - 22485###Sciences et techniques patrimoine - 14215;;Employé pour les formations générales à la restauration ou la réhabilitation : étude, conduite de projet (aspects juridiques et/ou financiers), connaissance et mise en oeuvre des techniques...;;;H0A1A7
22359;RESTAURATION MONUMENT;Restauration monument;223 BATIMENT GROS OEUVRE;;architecte des monuments historiques###architecte du patrimoine###restaurateur du patrimoine###restauratrice du patrimoine;Restauration réhabilitation - 22357;;Architecture - 22223###Restauration monument - 22359###Restauration objet art - 45038;;Employé uniquement pour les formations à la restauration des monuments historiques. Pour les parties de bâtiments relevant du second œuvre, indexer avec un descripteur plus précis du champ sémantique BÂTIMENT SECOND ŒUVRE 224. Pour les autres types de bâtiments, employer [[RÉHABILITATION BÂTIMENT]] 22378.;;;H0A1A7A0
22369;RESTAURATION PATRIMOINE RURAL;Restauration patrimoine rural;223 BATIMENT GROS OEUVRE;architecture paysanne###maison paysanne###moulin###patrimoine rural;restaurateur du patrimoine###restauratrice du patrimoine;Restauration réhabilitation - 22357;;;;Employé pour les formations à la restauration ou à la réhabilitation d'un patrimoine rural. Pour la restauration des parties des bâtiments relevant plus particulièrement du second œuvre, indexer avec un descripteur plus précis du champ sémantique BÂTIMENT SECOND ŒUVRE 224.;;;H0A1A7A1
22379;RESTAURATION PATRIMOINE URBAIN;Restauration patrimoine urbain;223 BATIMENT GROS OEUVRE;;restaurateur du patrimoine###restauratrice du patrimoine;Restauration réhabilitation - 22357;;;;Employé pour les formations à la restauration ou la réhabilitation d'un patrimoine urbain. Pour les parties des bâtiments relevant plus particulièrement du second œuvre, indexer avec un descripteur plus précis du champ BÂTIMENT SECOND ŒUVRE 224.;;;H0A1A7A2
22378;REHABILITATION BATIMENT;Réhabilitation bâtiment;223 BATIMENT GROS OEUVRE;restauration bâtiment###restauration habitat###réhabilitation habitat;;Restauration réhabilitation - 22357;;Réhabilitation bâtiment - 22378###Rénovation bâtiment - 22485;Remise en état, réfection d'un bâtiment abîmé ou vétuste avec modification des structures porteuses.;Pour les formations à la réhabilitation des parties des bâtiments relevant plus particulièrement du second œuvre, indexer avec un descripteur plus précis du champ sémantique BÂTIMENT SECOND ŒUVRE 224.;;;H0A1A7A3
22307;SOL DALLAGE INDUSTRIEL;Sol dallage industriel;223 BATIMENT GROS OEUVRE;dallage industriel###sol industriel;dalleur industriel;Bâtiment gros oeuvre - 22354;;;;Employé pour les formations à la pose des revêtements de sol utilisés dans les bâtiments industriels.;;;H0A1A8
22339;SOUTENEMENT;Soutènement;223 BATIMENT GROS OEUVRE;excavation###mur soutènement;;Bâtiment gros oeuvre - 22354;;;"Dispositif de soutien des parois d'une excavation ; mur épais servant à contenir la poussée des terres ou des eaux, à épauler un remblai ou une terrasse.";;;;H0A1A9
22454;BATIMENT SECOND OEUVRE;Bâtiment second oeuvre;224 BATIMENT SECOND OEUVRE;finition aménagement###finition bâtiment###second oeuvre;monteur plaquiste agencements###monteuse plaquiste agencements;BTP - bâtiment travaux publics;Ascenseur - 22493###Enveloppe bâtiment - 22411###Escalier mécanique - 22494###Huisserie - 22498###Immotique - 22499###Maintenance bâtiment - 22486###Menuiserie - 22435###Métallerie serrurerie - 22478###Revêtement sol mur - 22442###Rénovation bâtiment - 22485###Signalétique enseigne - 22441;Architecture intérieure - 45015###BTP conception organisation - 22254###Bâtiment gros oeuvre - 22354###Bâtiment second oeuvre - 22454###Génie climatique - 22654###Installation électrique - 24066###Énergie - 24154;Ensemble des ouvrages d'achèvement d'une construction.;"Employé pour les formations générales à l'ensemble des techniques du second oeuvre ; employer si possible des descripteurs plus précis.";;;H0A2
22493;ASCENSEUR;Ascenseur;224 BATIMENT SECOND OEUVRE;dépannage ascenseur###monte-charge###réglementation ascenseur;ascensoriste###mécanicien ascenseur###mécanicienne ascenseur;Bâtiment second oeuvre - 22454;;;;Employé pour les formations à l'installation, la maintenance, le contrôle et la sécurité des ascenseurs.;;;H0A2A0
22411;ENVELOPPE BATIMENT;Enveloppe bâtiment;224 BATIMENT SECOND OEUVRE;clos couvert###enveloppe thermique bâtiment;;Bâtiment second oeuvre - 22454;Couverture - 22437###Façade - 22490###Isolation bâtiment - 22420###Vitrerie miroiterie - 22434;Enveloppe bâtiment - 22411###Gestion énergie - 24162###Performance énergétique bâtiment - 22211;L'enveloppe d'un bâtiment joue un rôle d'isolation et de protection contre les éléments extérieurs tels que l'eau, le vent, le froid, la chaleur, le bruit...Elle assure également l'aspect architectural du bâtiment.;;;;H0A2A1
22437;COUVERTURE;Couverture;224 BATIMENT SECOND OEUVRE;toit###toiture###toiture terrasse###toiture végétalisée;ardoisière###couvreur###couvreuse###couvreuse-ardoisière;Enveloppe bâtiment - 22411;Couverture ardoise - 22429###Couverture tuile - 22448###Zinguerie - 22439;Couverture - 22437###Sécurité travaux en hauteur - 31701;;Employé pour les formations générales aux techniques de couverture ou les formations pour lesquelles il n'existe pas de descripteurs spécifiques.;;;H0A2A1A0
22429;COUVERTURE ARDOISE;Couverture ardoise;224 BATIMENT SECOND OEUVRE;;ardoisier###ardoisière###couvreur-ardoisier###couvreuse-ardoisière;Couverture - 22437;;;;;;;H0A2A1A0A0
22448;COUVERTURE TUILE;Couverture tuile;224 BATIMENT SECOND OEUVRE;;couvreur###couvreuse;Couverture - 22437;;Couverture tuile - 22448###Tuile - 22811;;;;;H0A2A1A0A1
22439;ZINGUERIE;Zinguerie;224 BATIMENT SECOND OEUVRE;chéneau###couverture acier###couverture cuivre###couverture métallique###couverture plomb###couverture zinc###gouttière;couvreur zingueur###couvreuse zinc###zingueur;Couverture - 22437;;Plomberie - 22677###Zinguerie - 22439;Pose d'éléments en zinc et autres matériaux métalliques (plomb, cuivre, acier inoxydable, etc.) destinés à protéger ou orner un ouvrage ou un bâtiment.;;;;H0A2A1A0A2
22490;FACADE;Façade;224 BATIMENT SECOND OEUVRE;peinture extérieure###ravalement###traitement façade;facadière###façadier###ravaleur###ravaleuse;Enveloppe bâtiment - 22411;Bardage - 22418###Panneau façade - 22409;Enduit maçonnerie - 22301###Façade - 22490;;Employé pour les formations relatives aux façades (conception, entretien, ravalement, peinture, réhabilitation...).;;;H0A2A1A1
22418;BARDAGE;Bardage;224 BATIMENT SECOND OEUVRE;;bardeur###bardeuse;Façade - 22490;;;Revêtement des murs extérieurs d'un bâtiment assurant principalement un rôle de protection et d'isolation.;;;;H0A2A1A1A0
22409;PANNEAU FACADE;Panneau façade;224 BATIMENT SECOND OEUVRE;;;Façade - 22490;;Panneau façade - 22409###Préfabrication - 22371;;Employé pour les formations à la pose de panneaux de façade. Pour la fabrication, employer [[PRÉFABRICATION]] 22371.;;;H0A2A1A1A1
22420;ISOLATION BATIMENT;Isolation bâtiment;224 BATIMENT SECOND OEUVRE;;;Enveloppe bâtiment - 22411;Isolation thermique phonique - 22422###Étanchéité - 22421;Isolation bâtiment - 22420###Jointoiement - 22305;;Employé pour les formations aux techniques générales d'isolation (thermique, phonique) et d'étanchéité.;;;H0A2A1A2
22422;ISOLATION THERMIQUE PHONIQUE;Isolation thermique phonique;224 BATIMENT SECOND OEUVRE;;;Isolation bâtiment - 22420;Isolation phonique - 22424###Isolation thermique - 22425;;Ensemble des procédures mises en oeuvre pour protéger un bâtiment du bruit et/ou pour réduire les échanges thermiques avec l'extérieur.;;;;H0A2A1A2A0
22424;ISOLATION PHONIQUE;Isolation phonique;224 BATIMENT SECOND OEUVRE;insonorisation###isolation acoustique;monteur acoustique###monteuse acoustique;Isolation thermique phonique - 22422;;Acoustique - 11486###Acoustique architecturale - 11497###Environnement physique travail - 42889###Isolation phonique - 22424###Pollution sonore - 12560###Émission acoustique - 31315;Ensemble des procédures mises en oeuvre pour empêcher le bruit de pénétrer dans un milieu clos.;;;;H0A2A1A2A0A0
22425;ISOLATION THERMIQUE;Isolation thermique;224 BATIMENT SECOND OEUVRE;ITE - Isolation thermique par l'extérieur###calorifugeage###isolation thermique extérieur###pont thermique;calorifugeur tôlier isolation industrielle;Isolation thermique phonique - 22422;;;Ensemble des procédures mises en œuvre pour réduire les échanges thermiques entre une enceinte, l'intérieur d'un bâtiment..., et le milieu extérieur.;;;;H0A2A1A2A0A1
22421;ETANCHEITE;Étanchéité;224 BATIMENT SECOND OEUVRE;humidité construction###traitement humidité;étanchéiste;Isolation bâtiment - 22420;;;Protection des éléments de construction contre la pénétration de l'eau et de l'humidité.;;;;H0A2A1A2A1
22434;VITRERIE MIROITERIE;Vitrerie miroiterie;224 BATIMENT SECOND OEUVRE;pose véranda###vitrage;façonnier sur glace###façonnière sur glace###miroitier###miroitière###poseur techniverrier###vitrier###vitrière;Enveloppe bâtiment - 22411;;Verre - 22820###Verrerie art - 45567###Vitrerie miroiterie - 22434;Activité consistant principalement dans la coupe et la pose des vitrages et produits verriers présents dans les bâtiments résidentiels, commerciaux et industriels (fenêtres, baies, cloisons et parois vitrées, vérandas et verrières, miroirs, vitrines...).;;;;H0A2A1A3
22494;ESCALIER MECANIQUE;Escalier mécanique;224 BATIMENT SECOND OEUVRE;;escaliériste mécanique###escaliéteur mécanique;Bâtiment second oeuvre - 22454;;Escalier maçonnerie - 22306###Escalier mécanique - 22494;;Employé pour les formations à l'installation et la maintenance des escaliers mécaniques.;;;H0A2A2
22498;HUISSERIE;Huisserie;224 BATIMENT SECOND OEUVRE;pose fenêtre###pose porte###pose store###pose volet;;Bâtiment second oeuvre - 22454;;Bâche - 21697###Huisserie - 22498###Voilerie - 23630;Bâti en bois, en métal ou en plastique formant l'encadrement d'une porte ou d'une fenêtre.;;;;H0A2A3
22499;IMMOTIQUE;Immotique;224 BATIMENT SECOND OEUVRE;GTB###domotique###gestion technique bâtiment;domoticien###domoticienne###immoticien###immoticienne;Bâtiment second oeuvre - 22454;;Immotique - 22499###Internet des objets - 31042###Matériel électronique sécurité - 24396###Télésurveillance - 42801;Ensemble des techniques de l'électronique, de physique du bâtiment, d'automatismes, de l'informatique et des télécommunications utilisées dans les bâtiments.;Pour les formations à la surveillance automatique des locaux, employer [[TÉLÉSURVEILLANCE]] 42801.;;;H0A2A4
22486;MAINTENANCE BATIMENT;Maintenance bâtiment;224 BATIMENT SECOND OEUVRE;entretien bâtiment;;Bâtiment second oeuvre - 22454;;Gestion immobilière - 42133###Maintenance bâtiment - 22486###Nettoyage locaux - 42093;;Employé pour les formations destinées aux ouvriers et au personnel chargés d'effectuer les petits travaux de réparation ou de maintenance d'un bâtiment.;;;H0A2A5
22435;MENUISERIE;Menuiserie;224 BATIMENT SECOND OEUVRE;;menuisier###menuisière###poseur fermetures menuisées###poseuse fermetures menuisées;Bâtiment second oeuvre - 22454;Dessin traçage menuiserie - 22415###Menuiserie agencement - 22404###Menuiserie bois - 22416###Menuiserie plastique - 22417;;;Employé pour les formations générales aux techniques de menuiserie, quel que soit le support (bois, plastique, etc.). Pour les formations spécifiques, employer [[MENUISERIE BOIS]] 22416, [[MENUISERIE PLASTIQUE]] 22417 ou [[MENUISERIE MÉTALLIQUE]] 22477.;;;H0A2A6
22415;DESSIN TRACAGE MENUISERIE;Dessin traçage menuiserie;224 BATIMENT SECOND OEUVRE;;traceur;Menuiserie - 22435;;;;;;;H0A2A6A0
22404;MENUISERIE AGENCEMENT;Menuiserie agencement;224 BATIMENT SECOND OEUVRE;dessin menuiserie agencement;;Menuiserie - 22435;Cuisine salle de bains - 22408;Architecture intérieure - 45015###Bois - 22881###Menuiserie agencement - 22404;Fabrication et pose d'ensembles mobiliers spécifiques ou fonctionnels à partir de plans conçus par un architecte décorateur.;;;;H0A2A6A1
22408;CUISINE SALLE DE BAINS;Cuisine salle de bains;224 BATIMENT SECOND OEUVRE;conception cuisine salle de bains###pose cuisine###pose salle de bains;cuisiniste;Menuiserie agencement - 22404;;Architecture intérieure - 45015###Cuisine salle de bains - 22408###Vente équipement maison - 34536;;Employé pour les formations à la conception, l'agencement et la pose des cuisines équipées et des salles de bains. Pour les formations à la vente des cuisines et salles de bains, employer [[VENTE ÉQUIPEMENT MAISON]] 34536.;;;H0A2A6A1A0
22416;MENUISERIE BOIS;Menuiserie bois;224 BATIMENT SECOND OEUVRE;boiserie###lambris bois###usinage bois;menuisier###menuisière;Menuiserie - 22435;Escalier bois - 22406###Parquet - 22405;Ameublement - 45019###Bois - 22881###Construction bois - 22396###Menuiserie bois - 22416###Scierie - 21045###Vernis - 22859;Activité industrielle ou artisanale consistant à fabriquer et poser des ouvrages en bois.;Pour les formations à la menuiserie d'ameublement, employer [[AMEUBLEMENT]] 45019.;;;H0A2A6A2
22406;ESCALIER BOIS;Escalier bois;224 BATIMENT SECOND OEUVRE;;escaliériste bois###escaliéteur bois;Menuiserie bois - 22416;;Escalier bois - 22406###Escalier maçonnerie - 22306;;;;;H0A2A6A2A0
22405;PARQUET;Parquet;224 BATIMENT SECOND OEUVRE;;parqueteur###parqueteuse###parquettiste;Menuiserie bois - 22416;;Parquet - 22405###Plancher - 22361;;Employé pour les formations à la fabrication et la pose des parquets.;;;H0A2A6A2A1
